@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
'  hey kids don\'t wait so long to journey back to lala land beware of elevators fun times',4
'  epic win STRLAUGH i\'m about to watch snakes on a plane though',4
' gnite twitter the ice mocha i drank is not really working cya\'lls in the morning',4
'  we are ahead of  at least for now',4
' gone campin and canoeing be home on monday',4
' shaundiviney likes boys bradiewebb',4
' breathing the rain\'s scent playing w/ my cat listening to canon',4
'  morning vicki thanks for following',4
'  happy homecoming so so happy for you guys',4
'  e p followfriday high 5 to  and  twitster thank you',4
' my 100th tweet',4
'  eden almost forgot that i wanted to join with \"how to create a landing page\" URL thanks for reminding',4
' feel of an unrevealed love in my dream ur mine but in my life you are a dream URL',4
' new music viedeo from taylor swift <33 i lofe the song \"you belong with me\" i think its the best song of this album <3',4
'  starfish hmm lots of pms maybe less of pmps maybe will use uaepmp',4
' did i say 20 million miles argh of course that\'s not true i need a rest oh yes i\'m on holiday next week',4
'  it\'s not really you is it i might just faint looking forward to see oasis at slane castle next month oasis forever',4
'  still shy as hell though makes no sense were the odd in a nerdy manner',4
'  why not 3 that\'s how i tell if abattender likes me',4
' woohoo look at that folks 1 001 updates exciting stuff lmao',4
'  we will have a gym we need a personal trainer please join  thank you',4
'  hi kinza this is bushra also having exams good luuck',4
'  aww have a great day today striid',4
'  going out tonight with my sister for the rest we\'ll just have to see you',4
'  https worked for me in some cases hehe',4
' says good afternoon URL',4
'  aha it\'s for many reasons i just drive around the country to loads of parties and meet people along the way',4
' mad rush to the airport top speed rental car screeching ran thru the terminal would have missed the flight but it was delayed 10min',4
'  - well the postman brought it this morning and left it with neighbour cos i wasn\'t in and the neighbour just dropped it off',4
'  see ya boddi',4
'  nds but silverstein are there too',4
'  too bad i\'m not in ams today have fun there and remember that they don\'t really serve coffee in coffeeshops',4
' whack a kitty hilarious URL',4
'  thanks',4
'  lol cause were cool good night dan love ya \"talk like this like this like this\" lol',4
'  what movie coz it has to be a good one',4
'  clever man that was the myth-busters quote i was going off but i thought i changed it up enough that no-one would recognise it',4
'  john cho i already had a harold & kumar crush on him',4
'  a should be here tomorrow good enough for me',4
'  sorry babe didn\'t see your text till late we\'ll meet up next week or something',4
'  haven\'t tried carbonite will give it a go later how\'s things anyway great to see you on here delusion',4
'  lol bradie my friend told me to tell u that ur a hott spunk lol',4
'  no problem',4
' woo preetty iphone case',4
'  chocolate yay i know it wasn\'t a ton or anything but i wanted to get something out to you let me know how they are',4
'  9a7 bdenich how are you',4
'  i knew i loved you for a reason',4
' what the new eye crushes',4
'  she was up waay before me',4
' masterchef on friday\'s are lame they don\'t need to show us how to make these foods skip these episodes and play other ones',4
'  lmao not today sir sorry sir i did go yesterday though sir',4
' says good morning on this fabulous friday from sc URL',4
' i\'m in kearney donald partnership for work experience',4
'  who pompano well this friend looks alot betta then him lol n its not like u n pompano',4
'  congratulations kris you deserve it can\'t wait for your album',4
' downloading new music',4
'      followfriday for the great people',4
' i must do these lindisfarne cards and alnwick castle guardens today 250 photographs including a beautiful robin',4
'  give them a break they\'ll die soon that\'s why they\'re mortals hope their was to get there is long and painful',4
'  r i can\'t wait to see that but you know dno\'t tell me anything',4
'  i\'m just a little pussy cat deep down',4
' ew baiden has herpes',4
'  nice tom tweet you',4
'  yay to a room to yourself sleep well hon',4
'  thanks locks account and no more idiots lol',4
'  ook hit me up anytime my hands are open',4
'  yum yum i should bake something too on the weekend now that i\'m at my parents + actually have an oven  ordinary thanks',4
' is finally back at home base in auckland nz will post pics soon it\'s warmer here 2 yay fb',4
'  aaw bless ye *hugs* don\'t worry it\'ll all be fine just keep thinking of all the exciting things that might happen',4
'  really if it\'s good then it\'s worth trying thanks',4
'  lauren24 rachel you bartend wow congrats on your new job you making the money rachel more power and props to you',4
'  thanks for followfriday love',4
' cant wait for this summer',4
' i can\'t believe i was actually up early to day',4
'  schizo pointed out yesterday that my posts are a signal for my american friends to go to bed so URL',4
' URL i want a slut puppy t',4
' rt  pairwithus saturday tomorrow starting 11 30am bst gmt+1 at URL continuing for most of the day',4
' leaving amsterdam for uganda full flight and very warm',4
'  well done - with the new rules it becomes increasingly difficult - well done chuffed followfrday',4
' where\'s  oh there she is first she needs to be followfriday \'ed and second i miss her happy friday laura',4
' oh i hope this weather keeps up we will have an amazing weekend if it does',4
'  URL - yay cant wait im soo exited',4
' i got the job i am moving to vail in august my dreams to live in the mountains coming true',4
'  runner it\'s cold here up north just walked dog around lake now back 2 job application',4
'  leach yep i presume i\'ve got the latest version otherwise it would tell me its great fun',4
'  just like your song no one likes you fact your team is like the aids of football xx',4
' hope can have more time 4 myself',4
'  you have more followers than lily allen and hayley williams put together STRLAUGH funny btw my friend is like in love with you hide',4
' cant stop listening to \"no boundaries\" by kris allen',4
'  he he he you better get up and get some food every 24 hours or so',4
'  thats an awesome phone hoping to get these as a work phone soon',4
' rt  frank the tank wtf URL hehe',4
' the sun raised in bad urach and second day of the session is ahead',4
' wants msn to hurry up & downloadd watched gossip girl',4
' followfriday  jewels1       so many people have communicated',4
'  don\'t know wot happen but sorry to hear that somethings gone wrong hope it all works out some how keep faith',4
' gonna log onto my newer account on twitter web andyclemmensen bradiewebb shaundiviney andyclemmensen bradiewebb shaundiviney',4
' is wide awake wonder what\'s in store for me today countdown to home is now on',4
'  kris is going to be in your show i wish i could watch i love him to bits',4
'  howdy thanks for the add',4
' going to go into uni and see my faveh soon',4
' wow kris allen is reallyy good URL',4
'  oh and sleep is a good thing glad you slept',4
' got seasons 1-3 of skins marathon yeah',4
'  ohh i still feel curious anyway thanks by the way',4
'  glad to help you got a product in the pipeline',4
'  hope so',4
' a pirate\'s life for me what to do now my voice is gone too much rum STRLAUGH',4
' where it all started for the fab 4 URL',4
'  not fair give recipe too looks way nummy',4
' well goodnight lot maybe i can get to sleep sooner than usual lol yeah like i dont say that every night nighty night',4
' at last proof that she really does rest i\'ve been wondering rt  sleep',4
' playin harvestmoon what an adiicting game',4
'  thank you from what i could see your lesson was going well',4
' ',4
' can wait till pink 2morrow nite yay',4
' dolces song  -thought youd like this one - URL',4
'  that is such a cute picture',4
'  they cant handle u ash but show them lol brake a few hearts here n their too champ',4
'  aww well i know how you feel believe me my insecurities and flaws are many good thing friends don\'t care about them',4
' i just joined twitter',4
'  STRLAUGH it\'s the danny one called \'sad eyes\' it\'s not posted though i\'ve just completed my idea',4
'  i was shitting bricks mhs is speical making the cut in the newspaper STRLAUGH',4
' rt  all you kind stumblers out there mind giving some stumble love to this URL plz rt thanks',4
' just pre-ordered red faction guerilla from game so that i can get a replica heavy walker figurine',4
